Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jørgen Strand Larsen,9,no NOR,FW,24-344,90,35,1,5,19,11,2,35,0,0,,0,,12,45,14,0,0,0,2,0,22,5
Hwang Hee-chan,11,kr KOR,AM,28-355,45,19,0,4,7,8,4,19,0,0,,0,,12,101,61,1,0,1,2,0,10,3
Matheus Cunha,10,br BRA,AM,25-233,45,27,0,1,11,16,5,27,2,0,0.0,2,100.0,19,125,71,3,2,3,1,0,20,2
Gonçalo Guedes,29,pt POR,AM,28-047,68,41,1,10,16,16,6,41,4,2,50.0,1,25.0,23,203,64,2,3,0,8,0,23,5
Jean-Ricner Bellegarde,27,fr FRA,"AM,CM",26-202,22,17,1,2,8,7,1,17,2,1,50.0,1,50.0,12,91,27,1,0,0,0,0,14,2
João Gomes,8,br BRA,CM,23-338,85,50,3,13,18,19,0,50,2,0,0.0,1,50.0,23,144,59,2,0,0,1,1,29,2
Tommy Doyle,20,eng ENG,CM,23-090,5,8,0,2,2,4,0,8,1,0,0.0,0,0.0,5,47,16,0,0,0,1,0,5,0
André,7,br BRA,CM,23-183,85,41,5,12,22,7,0,41,1,0,0.0,0,0.0,20,61,23,0,1,0,1,1,23,0
Pablo Sarabia,21,es ESP,AM,32-249,5,9,0,1,3,5,2,9,0,0,,0,,6,25,15,0,2,0,0,0,8,4
Rayan Aït-Nouri,3,dz ALG,WB,23-223,90,54,1,10,27,17,1,54,3,1,33.3,2,66.7,29,132,54,4,1,1,3,3,33,5
Rodrigo Gomes,19,pt POR,WB,21-192,68,34,3,8,16,10,0,34,0,0,,0,,17,134,78,1,0,0,2,0,18,0
Nélson Semedo,22,pt POR,WB,31-060,22,13,0,1,6,6,1,13,1,1,100.0,0,0.0,8,39,22,1,0,0,0,0,8,3
Emmanuel Agbadou,12,ci CIV,CB,27-212,90,56,6,29,27,1,0,56,2,1,50.0,1,50.0,30,133,57,0,0,0,1,0,32,0
Santiago Bueno,4,uy URU,CB,26-067,90,40,15,25,15,0,0,40,0,0,,0,,21,103,41,0,0,0,0,0,24,0
Matt Doherty,2,ie IRL,CB,32-365,90,51,10,30,21,2,0,51,2,2,100.0,0,0.0,27,115,69,0,0,0,1,1,30,0
José Sá,1,pt POR,GK,31-364,90,47,35,46,2,0,0,47,1,1,100.0,0,0.0,28,159,112,0,0,0,0,0,22,0
