Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Jean-Philippe Mateta,14,fr FRA,FW,27-239,90,1,1,1,0,0,0,0,,0,1,0,1,0,1,1,0
Eberechi Eze,10,eng ENG,AM,26-238,89,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Ben Chilwell,25,eng ENG,LM,28-063,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Ismaila Sarr,7,sn SEN,AM,26-363,74,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Daichi Kamada,18,jp JPN,"AM,RM",28-201,16,1,0,1,0,0,1,2,50.0,1,2,0,2,0,1,0,0
Jefferson Lerma,8,co COL,CM,30-120,80,1,0,0,0,1,0,1,0.0,1,1,0,1,1,2,0,0
Adam Wharton,20,eng ENG,CM,20-265,10,4,1,1,1,2,2,2,100.0,0,0,0,0,1,5,1,0
Will Hughes,19,eng ENG,CM,29-311,89,5,1,0,3,2,5,5,100.0,0,2,2,0,2,7,4,0
Justin Devenny,55,nir NIR,CM,21-134,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Tyrick Mitchell,3,eng ENG,"WB,LB",25-174,90,3,2,3,0,0,0,0,,0,1,0,1,1,4,4,0
Daniel Muñoz,12,co COL,"WB,RB",28-272,90,1,1,1,0,0,0,1,0.0,1,1,0,1,1,2,3,0
Marc Guéhi,6,eng ENG,CB,24-224,90,3,1,0,3,0,1,1,100.0,0,2,1,1,3,6,4,0
Maxence Lacroix,5,fr FRA,CB,24-322,90,4,3,3,1,0,2,2,100.0,0,2,1,1,1,5,12,0
Chris Richards,26,us USA,CB,24-331,90,2,1,0,2,0,1,1,100.0,0,0,0,0,0,2,6,0
Dean Henderson,1,eng ENG,GK,27-347,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
