Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Jean-Philippe Mateta,14,fr FRA,FW,27-239,90,14,14,0,0,0,0,0,0,0,0,0,0,8,0,0
Eberechi Eze,10,eng ENG,AM,26-238,89,35,27,6,2,1,0,5,0,4,3,0,0,25,2,1
Ben Chilwell,25,eng ENG,LM,28-063,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Ismaila Sarr,7,sn SEN,AM,26-363,74,21,21,0,0,1,0,0,0,0,0,0,0,15,0,1
Daichi Kamada,18,jp JPN,"AM,RM",28-201,16,9,9,0,0,0,0,0,0,0,0,0,0,6,0,0
Jefferson Lerma,8,co COL,CM,30-120,80,33,31,1,0,0,2,0,0,0,0,0,0,25,1,0
Adam Wharton,20,eng ENG,CM,20-265,10,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0
Will Hughes,19,eng ENG,CM,29-311,89,45,41,4,1,0,0,3,0,3,3,0,0,32,0,0
Justin Devenny,55,nir NIR,CM,21-134,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Tyrick Mitchell,3,eng ENG,"WB,LB",25-174,90,28,24,4,0,0,0,2,4,0,0,0,0,17,0,1
Daniel Muñoz,12,co COL,"WB,RB",28-272,90,32,23,9,0,1,0,0,9,0,0,0,0,19,0,2
Marc Guéhi,6,eng ENG,CB,24-224,90,31,27,4,4,0,0,0,0,0,0,0,0,29,0,0
Maxence Lacroix,5,fr FRA,CB,24-322,90,33,33,0,0,0,0,0,0,0,0,0,0,29,0,1
Chris Richards,26,us USA,CB,24-331,90,39,39,0,0,0,0,0,0,0,0,0,0,30,0,0
Dean Henderson,1,eng ENG,GK,27-347,90,32,20,12,2,0,0,0,0,0,0,0,0,22,0,0
