Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Nicolas Jackson,15,sn SEN,FW,23-136,90,1,1,0,1,0,0,0,,0,1,1,0,0,1,2,0
Pedro Neto,7,pt POR,"LW,RW",24-239,90,2,0,0,1,1,2,2,100.0,0,1,0,1,0,2,0,0
Noni Madueke,11,eng ENG,RW,22-238,69,1,1,1,0,0,1,3,33.3,2,1,0,1,0,1,0,0
Mykhailo Mudryk,10,ua UKR,LW,23-303,21,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Cole Palmer,20,eng ENG,AM,22-181,90,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0
Roméo Lavia,45,be BEL,DM,20-302,69,4,1,4,0,0,4,6,66.7,2,1,0,1,0,4,1,0
Enzo Fernández,8,ar ARG,DM,23-291,21,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
Moisés Caicedo,25,ec ECU,DM,23-001,90,3,2,0,2,1,1,4,25.0,3,1,0,1,1,4,2,0
Reece James,24,eng ENG,"RB,LB",24-331,90,1,1,1,0,0,1,1,100.0,0,2,0,2,0,1,2,1
Levi Colwill,6,eng ENG,CB,21-251,90,1,1,0,1,0,0,0,,0,2,1,1,3,4,1,0
Wesley Fofana,29,fr FRA,CB,23-322,90,3,3,2,1,0,2,2,100.0,0,2,1,1,2,5,6,0
Malo Gusto,27,fr FRA,RB,21-168,45,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0
Marc Cucurella,3,es ESP,LB,26-104,45,2,1,1,1,0,0,1,0.0,1,1,0,1,0,2,0,0
Robert Sánchez,1,es ESP,GK,26-351,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
