Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Nicolas Jackson,15,sn SEN,FW,23-136,90,25,2,4,13,8,5,25,2,1,50.0,1,50.0,13,44,17,0,0,0,2,0,16,4
Pedro Neto,7,pt POR,"LW,RW",24-239,90,40,0,5,18,18,3,40,6,2,33.3,2,33.3,29,221,141,6,1,3,2,3,29,8
Noni Madueke,11,eng ENG,RW,22-238,69,31,1,5,9,17,2,31,3,1,33.3,2,66.7,15,103,47,1,3,1,2,1,21,6
Mykhailo Mudryk,10,ua UKR,LW,23-303,21,9,0,1,2,6,3,9,1,0,0.0,1,100.0,7,49,1,0,1,0,0,4,9,3
Cole Palmer,20,eng ENG,AM,22-181,90,49,0,5,27,19,4,49,6,4,66.7,0,0.0,33,294,157,4,4,2,1,0,36,4
Roméo Lavia,45,be BEL,DM,20-302,69,47,1,9,32,6,0,47,3,3,100.0,0,0.0,23,136,50,1,1,0,0,2,33,3
Enzo Fernández,8,ar ARG,DM,23-291,21,16,0,0,11,5,0,16,0,0,,0,,8,46,28,1,1,0,0,0,13,1
Moisés Caicedo,25,ec ECU,DM,23-001,90,54,2,8,32,14,2,54,3,2,66.7,1,33.3,30,116,52,0,0,0,0,1,36,1
Reece James,24,eng ENG,"RB,LB",24-331,90,95,4,30,52,13,0,95,3,1,33.3,1,33.3,42,163,83,0,0,0,0,0,56,1
Levi Colwill,6,eng ENG,CB,21-251,90,79,7,31,45,3,2,79,0,0,,0,,44,142,71,0,0,0,1,1,53,0
Wesley Fofana,29,fr FRA,CB,23-322,90,71,9,39,31,3,2,71,1,1,100.0,0,0.0,42,168,68,0,1,1,1,0,47,0
Malo Gusto,27,fr FRA,RB,21-168,45,39,1,8,18,13,4,39,0,0,,0,,23,85,40,1,0,0,1,1,27,6
Marc Cucurella,3,es ESP,LB,26-104,45,24,0,7,11,6,1,24,1,0,0.0,1,100.0,9,80,59,2,1,0,0,0,12,1
Robert Sánchez,1,es ESP,GK,26-351,90,37,26,36,1,0,0,37,0,0,,0,,22,77,53,0,0,0,0,0,22,0
