Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Liam Delap,19,eng ENG,FW,22-014,78,11,11,0,0,0,0,0,0,0,0,0,0,8,0,1
George Hirst,27,sct SCO,FW,26-007,12,5,5,0,0,0,0,1,0,0,0,0,0,3,0,0
Jack Clarke,47,eng ENG,LW,24-091,67,17,17,0,0,0,0,0,0,0,0,0,0,14,0,0
Nathan Broadhead,33,wls WAL,LW,26-323,23,10,10,0,0,1,0,0,0,0,0,0,0,8,0,1
Jaden Philogene Bidace,29,eng ENG,RW,23-014,90,29,28,0,0,0,0,5,0,0,0,0,0,20,1,2
Omari Hutchinson,20,eng ENG,AM,21-115,90,30,23,6,0,0,0,5,0,1,1,0,0,24,1,2
Jens Cajuste,12,se SWE,DM,25-196,51,15,14,1,1,0,0,0,0,0,0,0,0,13,0,0
Jack Taylor,14,ie IRL,DM,26-244,39,20,20,0,0,0,1,0,0,0,0,0,0,15,0,1
Kalvin Phillips,8,eng ENG,DM,29-082,79,29,26,3,2,0,0,1,1,0,0,0,0,23,0,1
Sam Morsy,5,eg EGY,DM,33-165,11,17,17,0,0,0,0,0,0,0,0,0,0,17,0,0
Leif Davis,3,eng ENG,LB,25-041,90,50,36,14,5,0,0,7,6,3,1,1,0,36,0,0
Jacob Greaves,24,eng ENG,CB,24-163,90,50,49,1,1,0,0,0,0,0,0,0,0,45,0,0
Dara O'Shea,26,ie IRL,"RB,CB",25-355,90,41,39,2,0,0,0,0,2,0,0,0,0,33,0,1
Ben Godfrey,44,eng ENG,RB,27-038,45,11,8,3,0,0,0,0,3,0,0,0,0,9,0,2
Luke Woolfenden,6,eng ENG,CB,26-124,45,30,29,1,1,0,0,0,0,0,0,0,0,24,0,0
Alex Palmer,31,eng ENG,GK,28-196,90,26,16,10,4,0,0,0,0,0,0,0,0,20,0,0
