Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Chris Wood,11,nz NZL,FW,32-359,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Callum Hudson-Odoi,14,eng ENG,LW,24-023,87,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ramón Sosa,24,py PAR,LW,25-091,3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Jota Silva,20,pt POR,RW,25-121,77,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,2,0
Anthony Elanga,21,se SWE,RW,22-217,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Morgan Gibbs-White,10,eng ENG,AM,24-308,77,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Morato,4,br BRA,CB,23-153,13,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0
Ryan Yates,22,eng ENG,"DM,CM",27-009,90,2,2,1,0,1,1,2,50.0,1,2,0,2,2,4,1,0
Elliot Anderson,8,eng ENG,DM,22-024,70,3,2,1,2,0,1,3,33.3,2,0,0,0,1,4,0,0
Nicolás Domínguez,16,ar ARG,"CM,DM",26-155,20,2,0,1,1,0,1,2,50.0,1,2,0,2,1,3,0,0
Neco Williams,7,wls WAL,LB,23-231,77,3,1,3,0,0,2,2,100.0,0,1,0,1,0,3,1,0
Álex Moreno,19,es ESP,"LM,LB",31-175,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Murillo,5,br BRA,CB,22-149,90,3,2,3,0,0,1,1,100.0,0,3,1,2,0,3,8,0
Nikola Milenković,31,rs SRB,CB,27-049,90,3,2,2,1,0,1,1,100.0,0,0,0,0,1,4,3,0
Ola Aina,34,ng NGA,"RB,RM",28-053,90,4,3,4,0,0,3,4,75.0,1,4,1,3,2,6,3,0
Matz Sels,26,be BEL,GK,32-278,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
