Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Alexander Isak,14,se SWE,"FW,LW",25-147,89,15,10,4,0,0,0,0,0,0,0,0,0,10,1,0
Emil Krafth,17,se SWE,CB,30-197,1,2,1,1,0,0,0,0,1,0,0,0,0,2,0,0
Anthony Gordon,10,eng ENG,LW,23-357,72,22,21,1,0,1,0,5,0,1,1,0,0,14,0,2
Callum Wilson,9,eng ENG,FW,32-354,18,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0
Jacob Murphy,23,eng ENG,"RW,AM",29-357,90,25,23,1,0,0,0,3,1,0,0,0,0,16,1,1
Joe Willock,28,eng ENG,LM,25-179,45,14,14,0,0,0,0,1,0,0,0,0,0,10,0,0
Lewis Miley,67,eng ENG,"RM,CM",18-290,45,14,14,0,0,0,0,0,0,0,0,0,0,11,0,1
Sandro Tonali,8,it ITA,CM,24-283,90,39,39,0,0,2,1,0,0,0,0,0,0,35,0,0
Bruno Guimarães,39,br BRA,"RM,LM",27-091,71,27,26,0,0,2,0,0,0,0,0,0,0,18,1,5
Sean Longstaff,36,eng ENG,"LM,AM",27-108,19,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Lewis Hall,20,eng ENG,"LB,WB",20-160,90,52,42,10,2,1,0,3,6,2,1,0,0,42,0,1
Dan Burn,33,eng ENG,CB,32-282,90,45,45,0,0,0,0,0,0,0,0,0,0,37,0,2
Fabian Schär,5,ch SUI,CB,33-057,90,46,46,0,0,0,1,0,0,0,0,0,0,40,0,0
Kieran Trippier,2,eng ENG,RB,34-149,45,24,19,5,0,0,0,2,4,1,1,0,0,21,0,0
Valentino Livramento,21,eng ENG,"RB,WB",22-095,45,26,22,4,1,0,0,0,3,0,0,0,0,25,0,0
Martin Dúbravka,1,sk SVK,GK,36-031,90,38,32,6,2,0,0,0,0,0,0,0,0,32,0,0
