Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jean-Philippe Mateta,14,fr FRA,FW,27-232,90,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,33.3
Justin Devenny,55,nir NIR,AM,21-127,45,0,0,0,2,0,0,3,0,0,0,0,0,2,0,2,0.0
Eberechi Eze,10,eng ENG,"AM,LW",26-231,45,0,0,0,0,1,0,4,0,0,0,0,0,1,1,1,50.0
Ismaila Sarr,7,sn SEN,"AM,RW",26-356,90,0,0,0,0,3,1,1,0,0,0,0,0,3,0,2,0.0
Jefferson Lerma,8,co COL,CM,30-113,45,0,0,0,0,1,0,0,1,1,0,0,0,6,2,1,66.7
Adam Wharton,20,eng ENG,"CM,DM",20-258,45,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,
Will Hughes,19,eng ENG,CM,29-304,85,0,0,0,2,4,0,3,2,2,0,0,0,6,3,1,75.0
Daichi Kamada,18,jp JPN,DM,28-194,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tyrick Mitchell,3,eng ENG,WB,25-167,59,0,0,0,0,0,1,2,1,0,0,0,0,1,1,4,20.0
Ben Chilwell,25,eng ENG,"WB,LB",28-056,31,0,0,0,0,1,0,1,0,1,0,0,0,1,2,0,100.0
Daniel Muñoz,12,co COL,"WB,RB",28-265,90,0,0,0,2,1,1,2,0,1,0,0,0,6,2,3,40.0
Marc Guéhi,6,eng ENG,CB,24-217,90,0,0,0,0,1,0,1,1,3,0,0,0,5,4,6,40.0
Maxence Lacroix,5,fr FRA,CB,24-315,85,0,0,0,1,0,0,1,2,0,0,0,0,4,2,4,33.3
Eddie Nketiah,9,eng ENG,AM,25-261,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
Chris Richards,26,us USA,CB,24-324,90,0,0,0,0,0,0,0,0,3,0,0,0,4,4,3,57.1
Dean Henderson,1,eng ENG,GK,27-340,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
