Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Rasmus Højlund,9,dk DEN,FW,21-280,74,0,0,0,1,0,0,0,0,0,0,0,0,4,0,5,0.0
Joshua Zirkzee,11,nl NED,FW,23-172,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Marcus Rashford,10,eng ENG,LW,27-010,56,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,
Alejandro Garnacho,17,ar ARG,LW,20-132,34,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0.0
Amad Diallo,16,ci CIV,RW,22-122,90,0,0,0,0,2,1,0,2,2,0,0,0,7,2,0,100.0
Bruno Fernandes,8,pt POR,AM,30-063,90,0,0,0,2,0,0,5,1,4,0,0,0,4,2,2,50.0
Manuel Ugarte Ribeiro,25,uy URU,DM,23-213,90,0,0,0,2,1,0,0,3,6,0,0,0,7,0,3,0.0
Casemiro,18,br BRA,DM,32-261,78,0,0,0,1,0,0,2,0,5,0,0,0,4,2,1,66.7
Christian Eriksen,14,dk DEN,DM,32-270,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Noussair Mazraoui,3,ma MAR,"LB,RB",26-362,90,0,0,0,0,0,0,3,0,2,0,0,0,4,2,1,66.7
Lisandro Martínez,6,ar ARG,"CB,LB",26-297,90,0,0,0,0,1,0,0,1,1,0,0,0,7,2,0,100.0
Matthijs de Ligt,4,nl NED,CB,25-090,90,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,50.0
Diogo Dalot,20,pt POR,RB,25-237,56,0,0,0,3,0,0,1,0,3,0,0,0,1,0,3,0.0
Jonny Evans,35,nir NIR,"CB,RB",36-312,34,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
André Onana,24,cm CMR,GK,28-222,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
