Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
André Onana,cm CMR,28-222,90,5,0,5,100.0,0.7,3,13,23.1,40,7,27.5,29.5,2,100.0,57.5,11,1,9.1,0,8.5
