Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Pedro Neto,7,pt POR,FW,25-007,90,34,0,2,11,21,1,34,2,0,0.0,2,100.0,26,298,76,2,2,1,0,2,26,8
Christopher Nkunku,18,fr FRA,LW,27-122,75,36,1,6,15,15,2,36,0,0,,0,,13,57,34,1,2,0,3,1,24,2
Kiernan Dewsbury-Hall,22,eng ENG,LW,26-191,15,15,1,2,5,8,0,15,0,0,,0,,5,40,11,0,0,0,0,0,13,0
Jadon Sancho,19,eng ENG,RW,24-356,75,35,0,3,12,20,0,35,1,1,100.0,0,0.0,18,85,35,0,1,0,0,0,29,4
Tyrique George,32,eng ENG,RW,19-040,15,7,0,0,2,5,1,7,0,0,,0,,5,37,21,1,0,1,0,0,6,4
Enzo Fernández,8,ar ARG,AM,24-058,90,37,1,7,23,9,0,37,1,1,100.0,0,0.0,18,97,50,3,1,0,0,1,25,2
Moisés Caicedo,25,ec ECU,DM,23-134,90,70,4,20,41,9,1,70,3,1,33.3,2,66.7,26,148,30,1,0,0,1,1,44,0
Reece James,24,eng ENG,DM,25-098,81,48,1,7,32,9,0,48,2,0,0.0,1,50.0,18,64,38,0,0,0,1,0,36,2
Roméo Lavia,45,be BEL,DM,21-069,9,8,0,0,8,0,0,8,0,0,,0,,5,16,12,0,0,0,0,0,8,0
Marc Cucurella,3,es ESP,LB,26-237,90,69,4,18,14,37,4,69,1,0,0.0,0,0.0,22,100,69,2,1,1,1,1,40,4
Benoît Badiashile,5,fr FRA,CB,23-355,85,91,15,39,50,2,0,91,0,0,,0,,37,146,52,0,1,0,0,0,69,0
Tosin Adarabioyo,4,eng ENG,CB,27-173,5,15,0,1,13,1,0,15,0,0,,0,,10,44,28,0,0,0,0,0,15,0
Levi Colwill,6,eng ENG,CB,22-018,90,84,6,37,48,0,0,84,1,1,100.0,0,0.0,35,137,75,0,0,0,0,1,66,0
Wesley Fofana,29,fr FRA,RB,24-089,85,44,2,10,32,2,0,44,0,0,,0,,25,207,136,2,1,0,1,0,31,0
Malo Gusto,27,fr FRA,RB,21-301,5,9,0,0,7,2,0,9,0,0,,0,,4,65,46,1,0,0,0,0,7,0
Robert Sánchez,1,es ESP,GK,27-118,90,40,34,40,0,0,0,40,0,0,,0,,24,123,78,0,0,0,0,0,27,0
