Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Adam Armstrong,9,eng ENG,FW,27-316,89,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0
Paul Onuachu,32,ng NGA,FW,30-208,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Tyler Dibling,33,eng ENG,FW,18-285,45,9,7,2,0,0,0,1,0,1,1,0,0,4,0,0
Cameron Archer,19,eng ENG,FW,23-154,45,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0
Mateus Fernandes,18,pt POR,AM,20-165,90,50,44,6,2,0,1,7,0,4,3,1,0,36,0,1
Joe Aribo,7,ng NGA,CM,28-154,56,15,15,0,0,0,0,0,0,0,0,0,0,10,0,1
Lesley Ugochukwu,26,fr FRA,CM,20-271,34,15,15,0,0,0,0,1,0,0,0,0,0,13,0,1
Flynn Downes,4,eng ENG,CM,25-337,90,42,42,0,0,0,0,0,0,0,0,0,0,34,0,2
Kyle Walker-Peters,2,eng ENG,WB,27-253,90,47,38,8,2,0,0,1,6,0,0,0,0,39,1,2
Yukinari Sugawara,16,jp JPN,WB,24-177,79,43,38,5,0,0,0,2,5,0,0,0,0,32,0,1
James Bree,14,eng ENG,WB,27-072,11,13,10,3,0,0,0,0,3,0,0,0,0,9,0,0
Nathan Wood-Gordon,15,eng ENG,CB,22-205,90,57,57,0,0,0,0,0,0,0,0,0,0,54,0,0
Jan Bednarek,35,pl POL,CB,28-254,90,45,45,0,0,0,0,0,0,0,0,0,0,42,0,1
Taylor Harwood-Bellis,6,eng ENG,CB,22-327,90,58,58,0,0,0,1,1,0,0,0,0,0,52,0,1
Aaron Ramsdale,30,eng ENG,GK,26-222,90,38,23,14,3,0,0,0,0,0,0,0,0,11,1,0
