Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Adam Armstrong,9,eng ENG,FW,27-316,89,0,0,0,0,1,2,0,0,0,0,0,0,2,0,3,0.0
Paul Onuachu,32,ng NGA,FW,30-208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tyler Dibling,33,eng ENG,FW,18-285,45,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,
Cameron Archer,19,eng ENG,FW,23-154,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0
Mateus Fernandes,18,pt POR,AM,20-165,90,0,0,0,0,0,0,7,1,2,0,0,0,5,3,1,75.0
Joe Aribo,7,ng NGA,CM,28-154,56,0,0,0,2,0,0,0,0,2,0,0,0,0,4,3,57.1
Lesley Ugochukwu,26,fr FRA,CM,20-271,34,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0.0
Flynn Downes,4,eng ENG,CM,25-337,90,1,0,0,3,1,0,0,1,3,0,0,0,3,1,1,50.0
Kyle Walker-Peters,2,eng ENG,WB,27-253,90,0,0,0,1,2,0,1,0,0,0,0,0,4,0,1,0.0
Yukinari Sugawara,16,jp JPN,WB,24-177,79,1,0,0,1,0,0,2,0,0,0,0,0,4,0,0,
James Bree,14,eng ENG,WB,27-072,11,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,100.0
Nathan Wood-Gordon,15,eng ENG,CB,22-205,90,0,0,0,1,1,0,0,1,1,0,0,0,6,3,2,60.0
Jan Bednarek,35,pl POL,CB,28-254,90,0,0,0,3,1,0,0,4,0,0,0,0,3,2,0,100.0
Taylor Harwood-Bellis,6,eng ENG,CB,22-327,90,0,0,0,2,1,0,1,3,1,0,0,0,7,1,1,50.0
Aaron Ramsdale,30,eng ENG,GK,26-222,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
