Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Jamie Vardy,9,eng ENG,FW,37-226,70,11,8,2,0,0,0,0,0,0,0,0,0,6,1,1
Stephy Mavididi,10,eng ENG,FW,26-085,20,6,5,1,0,0,0,0,1,0,0,0,0,6,0,0
Bobby De Cordova-Reid,14,jm JAM,LW,31-204,62,16,16,0,0,0,0,0,0,0,0,0,0,14,0,0
Jordan Ayew,18,gh GHA,LW,32-348,28,8,6,2,1,0,0,1,0,0,0,0,0,7,0,1
Abdul Fatawu Issahaku,7,gh GHA,RW,20-169,90,24,24,0,0,1,1,1,0,0,0,0,0,12,0,3
Facundo Buonanotte,40,ar ARG,AM,19-245,70,17,15,2,0,0,0,2,0,2,2,0,0,12,0,0
Oliver Skipp,22,eng ENG,AM,23-343,20,16,16,0,0,0,0,0,0,0,0,0,0,15,0,0
Wilfred Ndidi,6,ng NGA,DM,27-252,90,46,46,0,0,0,1,1,0,0,0,0,0,41,0,1
Harry Winks,8,eng ENG,DM,28-204,90,62,56,5,3,0,0,3,0,2,2,0,0,57,1,0
Victor Bernth Kristiansen,16,dk DEN,LB,21-252,84,49,42,5,2,0,0,2,2,1,1,0,0,29,2,1
Kasey McAteer,35,ie IRL,LB,22-276,6,7,5,2,0,0,0,1,2,0,0,0,0,4,0,0
Wout Faes,3,be BEL,CB,26-143,90,65,62,3,0,0,0,0,0,0,0,0,0,58,0,0
Jannik Vestergaard,23,dk DEN,CB,32-021,90,68,65,3,3,0,0,0,0,0,0,0,0,61,0,0
James Justin,2,eng ENG,RB,26-183,90,47,39,7,2,0,0,1,5,0,0,0,0,41,1,0
Mads Hermansen,30,dk DEN,GK,24-044,90,47,36,11,2,0,0,0,0,0,0,0,0,39,0,0
