Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jamie Vardy,9,eng ENG,FW,37-226,70,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,100.0
Stephy Mavididi,10,eng ENG,FW,26-085,20,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
Bobby De Cordova-Reid,14,jm JAM,LW,31-204,62,0,0,0,1,0,1,0,0,1,0,0,0,3,0,1,0.0
Jordan Ayew,18,gh GHA,LW,32-348,28,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,
Abdul Fatawu Issahaku,7,gh GHA,RW,20-169,90,0,0,0,0,3,0,1,2,3,0,0,0,4,1,0,100.0
Facundo Buonanotte,40,ar ARG,AM,19-245,70,0,0,0,3,2,1,2,1,2,0,0,0,1,0,1,0.0
Oliver Skipp,22,eng ENG,AM,23-343,20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Wilfred Ndidi,6,ng NGA,DM,27-252,90,0,0,0,3,1,0,1,0,2,0,0,0,8,0,1,0.0
Harry Winks,8,eng ENG,DM,28-204,90,0,0,0,0,1,0,3,0,0,0,0,0,3,2,2,50.0
Victor Bernth Kristiansen,16,dk DEN,LB,21-252,84,1,0,0,2,2,0,2,1,3,0,0,0,6,2,6,25.0
Kasey McAteer,35,ie IRL,LB,22-276,6,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,50.0
Wout Faes,3,be BEL,CB,26-143,90,0,0,0,1,0,0,0,2,0,0,0,0,6,3,2,60.0
Jannik Vestergaard,23,dk DEN,CB,32-021,90,1,0,0,2,0,0,0,0,1,0,0,0,1,3,1,75.0
James Justin,2,eng ENG,RB,26-183,90,0,0,0,0,3,0,1,1,1,0,0,0,1,0,1,0.0
Mads Hermansen,30,dk DEN,GK,24-044,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
