Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Yoane Wissa,11,cd COD,FW,28-176,90,28,1,2,16,10,2,28,1,0,0.0,1,100.0,16,111,38,1,1,0,0,0,19,5
Kevin Schade,7,de GER,LW,23-091,75,37,1,6,5,26,4,37,5,2,40.0,3,60.0,12,99,51,4,1,2,2,0,19,3
Edmond-Paris Maghoma,32,eng ENG,LW,23-294,15,11,1,3,1,8,2,11,0,0,,0,,6,32,14,0,1,0,0,0,6,1
Bryan Mbeumo,19,cm CMR,RW,25-203,90,41,0,3,18,21,4,41,2,0,0.0,1,50.0,31,202,106,3,1,3,1,3,35,9
Mikkel Damsgaard,24,dk DEN,AM,24-238,90,67,2,10,27,31,3,67,5,4,80.0,1,20.0,40,206,86,2,2,0,2,0,47,4
Vitaly Janelt,27,de GER,DM,26-292,90,55,4,16,25,14,2,55,0,0,,0,,23,124,89,2,0,0,1,0,34,2
Yehor Yarmoliuk,18,ua UKR,DM,20-362,90,64,0,11,37,17,2,64,2,0,0.0,2,100.0,37,178,28,0,1,0,0,1,42,2
Keane Lewis-Potter,23,eng ENG,LB,24-004,90,57,0,8,25,25,6,57,6,3,50.0,3,50.0,32,204,100,5,2,2,2,0,36,2
Ethan Pinnock,5,jm JAM,CB,31-273,90,72,16,49,22,1,0,72,0,0,,0,,37,254,175,1,0,0,0,0,51,0
Nathan Collins,22,ie IRL,CB,23-302,90,69,7,29,37,3,2,69,0,0,,0,,42,215,92,1,0,0,0,0,50,0
Kristoffer Ajer,20,no NOR,RB,26-315,80,50,1,8,31,11,2,50,0,0,,0,,20,84,64,1,1,0,0,0,31,2
Michael Kayode,33,it ITA,RB,20-231,10,9,1,2,3,4,1,9,0,0,,0,,4,36,30,1,1,0,0,0,4,2
Mark Flekken,1,nl NED,GK,31-258,90,54,44,53,1,0,0,54,0,0,,0,,30,157,117,0,0,0,0,0,27,0
