Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Yoane Wissa,11,cd COD,FW,28-176,90,19,16,3,1,0,0,2,0,0,0,0,0,14,0,0
Kevin Schade,7,de GER,LW,23-091,75,24,18,6,0,0,1,2,6,0,0,0,0,12,0,0
Edmond-Paris Maghoma,32,eng ENG,LW,23-294,15,8,8,0,0,0,0,2,0,0,0,0,0,5,0,1
Bryan Mbeumo,19,cm CMR,RW,25-203,90,31,31,0,0,0,1,2,0,0,0,0,0,24,0,1
Mikkel Damsgaard,24,dk DEN,AM,24-238,90,57,54,3,1,1,0,3,0,2,1,0,0,36,0,2
Vitaly Janelt,27,de GER,DM,26-292,90,45,45,0,0,0,0,1,0,0,0,0,0,37,0,1
Yehor Yarmoliuk,18,ua UKR,DM,20-362,90,53,53,0,0,0,4,0,0,0,0,0,0,51,0,1
Keane Lewis-Potter,23,eng ENG,LB,24-004,90,49,40,8,0,0,0,5,8,0,0,0,0,33,1,0
Ethan Pinnock,5,jm JAM,CB,31-273,90,62,55,7,1,0,0,1,0,0,0,0,0,59,0,0
Nathan Collins,22,ie IRL,CB,23-302,90,60,59,1,1,0,0,0,0,0,0,0,0,53,0,1
Kristoffer Ajer,20,no NOR,RB,26-315,80,39,34,5,0,0,0,1,5,0,0,0,0,33,0,0
Michael Kayode,33,it ITA,RB,20-231,10,7,5,2,0,0,0,1,2,0,0,0,0,5,0,0
Mark Flekken,1,nl NED,GK,31-258,90,53,46,7,2,0,0,0,0,0,0,0,0,49,0,0
