Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Ollie Watkins,11,eng ENG,FW,29-068,90,32,4,7,13,13,7,32,1,0,0.0,1,100.0,13,114,99,4,0,3,2,1,22,5
Jacob Ramsey,41,eng ENG,LW,23-284,67,27,1,8,7,12,4,27,0,0,,0,,13,124,87,4,2,1,2,0,15,3
Marcus Rashford,9,eng ENG,LW,27-128,23,11,2,2,6,3,0,11,1,0,0.0,1,100.0,4,10,0,0,0,0,0,0,4,0
Leon Bailey,31,jm JAM,RW,27-211,45,16,1,2,2,12,1,16,0,0,,0,,9,45,28,1,0,0,2,0,11,6
Matty Cash,2,pl POL,RW,27-213,45,15,3,5,6,4,0,15,1,1,100.0,0,0.0,4,21,1,0,0,0,0,0,7,0
Morgan Rogers,27,eng ENG,AM,22-225,89,31,0,5,14,12,1,31,4,0,0.0,3,75.0,13,88,63,2,1,0,0,1,18,2
Donyell Malen,17,nl NED,AM,26-058,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Youri Tielemans,8,be BEL,DM,27-305,90,57,7,19,23,17,2,57,3,2,66.7,1,33.3,27,138,52,1,3,0,1,1,37,1
John McGinn,7,sct SCO,DM,30-141,60,28,1,4,17,7,0,28,1,0,0.0,0,0.0,14,51,16,0,0,0,1,1,18,0
Boubacar Kamara,44,fr FRA,DM,25-105,30,12,5,5,7,0,0,12,1,0,0.0,0,0.0,3,7,2,0,0,0,0,0,5,0
Lucas Digne,12,fr FRA,LB,31-231,90,40,5,12,14,14,0,40,0,0,,0,,13,38,18,1,1,0,1,1,18,3
Tyrone Mings,5,eng ENG,CB,31-360,90,57,14,38,12,8,1,57,1,1,100.0,0,0.0,34,182,87,0,2,0,0,0,30,0
Ezri Konsa,4,eng ENG,CB,27-136,90,47,12,25,22,0,0,47,1,0,0.0,1,100.0,25,61,16,0,0,0,1,0,28,0
Axel Disasi,3,fr FRA,RB,26-362,90,48,10,23,16,9,2,48,5,2,40.0,3,60.0,18,87,56,1,3,0,1,0,19,1
Robin Olsen,25,se SWE,GK,35-059,90,41,36,40,1,0,0,41,0,0,,0,,27,161,66,0,0,0,0,0,17,0
