Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Jean-Philippe Mateta,14,fr FRA,FW,27-051,45,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Odsonne Édouard,22,fr FRA,"FW,AM",26-215,45,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Eberechi Eze,10,eng ENG,"AM,LM",26-050,90,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
Daichi Kamada,18,jp JPN,AM,28-013,69,1,1,0,0,1,0,0,,0,0,0,0,1,2,2,0
Jordan Ayew,9,gh GHA,"FW,AM",32-342,21,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0
Will Hughes,19,eng ENG,CM,29-123,83,5,2,0,3,2,2,2,100.0,0,1,0,1,1,6,0,0
Cheick Doucouré,28,ml MLI,CM,24-223,7,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Adam Wharton,20,eng ENG,CM,20-077,73,3,2,0,3,0,3,4,75.0,1,0,0,0,0,3,1,0
Jefferson Lerma,8,co COL,CM,29-298,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Tyrick Mitchell,3,eng ENG,"WB,LB",24-352,90,1,0,0,1,0,0,0,,0,1,0,1,0,1,6,1
Daniel Muñoz,12,co COL,"WB,RB",28-084,90,4,3,3,1,0,1,2,50.0,1,3,0,3,1,5,1,0
Marc Guéhi,6,eng ENG,CB,24-036,90,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,9,0
Joachim Andersen,5,dk DEN,CB,28-079,90,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,7,0
Chris Richards,26,us USA,CB,24-143,83,4,2,0,3,1,0,2,0.0,2,2,1,1,1,5,2,0
Ismaila Sarr,7,sn SEN,RM,26-175,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Dean Henderson,1,eng ENG,GK,27-159,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
