Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jean-Philippe Mateta,14,fr FRA,FW,27-051,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,25.0
Odsonne Édouard,22,fr FRA,"FW,AM",26-215,45,0,0,0,1,0,1,0,0,0,0,0,0,4,0,2,0.0
Eberechi Eze,10,eng ENG,"AM,LM",26-050,90,0,0,0,0,1,0,0,0,1,0,0,0,3,1,2,33.3
Daichi Kamada,18,jp JPN,AM,28-013,69,1,0,0,4,0,1,0,1,1,0,0,0,1,0,1,0.0
Jordan Ayew,9,gh GHA,"FW,AM",32-342,21,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,50.0
Will Hughes,19,eng ENG,CM,29-123,83,0,0,0,2,0,0,1,1,2,0,0,0,4,0,0,
Cheick Doucouré,28,ml MLI,CM,24-223,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Adam Wharton,20,eng ENG,CM,20-077,73,0,0,0,0,3,0,4,0,2,0,0,0,6,0,2,0.0
Jefferson Lerma,8,co COL,CM,29-298,17,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0
Tyrick Mitchell,3,eng ENG,"WB,LB",24-352,90,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,
Daniel Muñoz,12,co COL,"WB,RB",28-084,90,0,0,0,2,0,0,2,1,3,0,0,0,3,3,3,50.0
Marc Guéhi,6,eng ENG,CB,24-036,90,1,0,0,1,1,0,0,1,1,0,0,0,4,4,0,100.0
Joachim Andersen,5,dk DEN,CB,28-079,90,1,0,0,2,0,0,1,0,1,0,0,0,7,2,0,100.0
Chris Richards,26,us USA,CB,24-143,83,1,0,0,2,0,1,0,1,2,0,0,0,4,1,5,16.7
Ismaila Sarr,7,sn SEN,RM,26-175,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dean Henderson,1,eng ENG,GK,27-159,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
