Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Jean-Philippe Mateta,14,fr FRA,FW,27-051,45,10,10,0,0,0,0,0,0,0,0,0,0,7,0,0
Odsonne Édouard,22,fr FRA,"FW,AM",26-215,45,12,12,0,0,0,0,0,0,0,0,0,0,7,0,2
Eberechi Eze,10,eng ENG,"AM,LM",26-050,90,43,38,3,1,1,0,0,0,1,0,0,0,31,2,0
Daichi Kamada,18,jp JPN,AM,28-013,69,28,28,0,0,0,0,0,0,0,0,0,0,23,0,1
Jordan Ayew,9,gh GHA,"FW,AM",32-342,21,10,8,2,0,0,1,1,0,1,1,0,0,8,0,0
Will Hughes,19,eng ENG,CM,29-123,83,49,48,1,0,0,0,1,0,0,0,0,0,43,0,1
Cheick Doucouré,28,ml MLI,CM,24-223,7,10,10,0,0,0,0,0,0,0,0,0,0,8,0,1
Adam Wharton,20,eng ENG,CM,20-077,73,35,32,3,0,0,0,4,0,3,2,0,0,24,0,0
Jefferson Lerma,8,co COL,CM,29-298,17,22,22,0,0,1,0,0,0,0,0,0,0,20,0,0
Tyrick Mitchell,3,eng ENG,"WB,LB",24-352,90,49,42,7,0,0,0,5,7,0,0,0,0,39,0,1
Daniel Muñoz,12,co COL,"WB,RB",28-084,90,55,42,13,2,0,0,2,10,1,0,0,0,42,0,2
Marc Guéhi,6,eng ENG,CB,24-036,90,45,43,1,1,0,0,0,0,0,0,0,0,42,1,0
Joachim Andersen,5,dk DEN,CB,28-079,90,83,81,2,1,0,0,1,0,1,0,0,0,61,0,0
Chris Richards,26,us USA,CB,24-143,83,41,39,2,1,0,0,0,1,0,0,0,0,37,0,0
Ismaila Sarr,7,sn SEN,RM,26-175,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Dean Henderson,1,eng ENG,GK,27-159,90,25,15,10,0,0,0,0,0,0,0,0,0,16,0,0
