Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Yoane Wissa,11,cd COD,FW,28-152,90,0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,100.0
Kevin Schade,7,de GER,LW,23-067,90,0,0,0,0,5,0,1,0,1,0,0,0,3,4,1,80.0
Bryan Mbeumo,19,cm CMR,RW,25-179,90,0,0,0,0,3,0,11,2,0,0,0,0,2,1,2,33.3
Mikkel Damsgaard,24,dk DEN,AM,24-214,90,0,0,0,0,2,0,12,1,5,0,0,0,3,0,1,0.0
Vitaly Janelt,27,de GER,DM,26-268,65,0,0,0,1,0,0,2,1,3,0,0,1,3,0,0,
Mathias Jensen,8,dk DEN,DM,29-032,25,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,
Christian Nørgaard,6,dk DEN,DM,30-329,83,0,0,0,0,0,0,0,1,2,0,0,0,10,0,3,0.0
Fabio Carvalho,14,pt POR,DM,22-156,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Keane Lewis-Potter,23,eng ENG,LB,23-346,90,0,0,0,0,0,0,4,0,2,0,0,0,9,2,2,50.0
Sepp van den Berg,4,nl NED,CB,23-044,90,0,0,0,1,0,0,0,0,1,0,0,0,6,7,5,58.3
Nathan Collins,22,ie IRL,CB,23-278,90,0,0,0,1,0,0,0,1,0,0,0,0,6,1,0,100.0
Kristoffer Ajer,20,no NOR,RB,26-291,75,0,0,0,0,1,0,2,0,1,0,0,0,2,1,2,33.3
Michael Kayode,33,it ITA,RB,20-207,15,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,
Hákon Rafn Valdimarsson,12,is ISL,GK,23-112,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
