Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Yoane Wissa,11,cd COD,FW,28-152,90,1,1,0,0,1,1,1,100.0,0,4,0,4,0,1,0,0
Kevin Schade,7,de GER,LW,23-067,90,2,1,1,1,0,0,0,,0,0,0,0,0,2,1,0
Bryan Mbeumo,19,cm CMR,RW,25-179,90,2,0,1,0,1,0,2,0.0,2,1,0,1,2,4,3,0
Mikkel Damsgaard,24,dk DEN,AM,24-214,90,6,5,0,3,3,3,6,50.0,3,2,0,2,1,7,0,0
Vitaly Janelt,27,de GER,DM,26-268,65,4,3,1,1,2,3,4,75.0,1,1,1,0,1,5,0,0
Mathias Jensen,8,dk DEN,DM,29-032,25,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
Christian Nørgaard,6,dk DEN,DM,30-329,83,3,2,2,1,0,1,4,25.0,3,1,0,1,1,4,0,0
Fabio Carvalho,14,pt POR,DM,22-156,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Keane Lewis-Potter,23,eng ENG,LB,23-346,90,2,2,2,0,0,1,1,100.0,0,2,1,1,0,2,0,0
Sepp van den Berg,4,nl NED,CB,23-044,90,1,1,1,0,0,1,1,100.0,0,1,1,0,0,1,3,0
Nathan Collins,22,ie IRL,CB,23-278,90,0,0,0,0,0,0,0,,0,3,2,1,1,1,3,0
Kristoffer Ajer,20,no NOR,RB,26-291,75,2,1,1,1,0,1,2,50.0,1,1,1,0,0,2,1,0
Michael Kayode,33,it ITA,RB,20-207,15,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Hákon Rafn Valdimarsson,12,is ISL,GK,23-112,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
