Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Danny Welbeck,18,eng ENG,FW,33-265,90,26,0,4,13,9,3,26,1,1,100.0,0,0.0,17,90,59,2,1,2,0,2,19,0
Kaoru Mitoma,22,jp JPN,LW,27-089,88,51,0,10,19,24,7,51,10,4,40.0,6,60.0,29,255,164,5,2,2,3,0,38,8
Yasin Ayari,26,se SWE,LW,20-316,2,3,0,0,3,0,0,3,1,0,0.0,1,100.0,3,12,4,0,0,0,0,1,4,2
Yankuba Minteh,17,gm GAM,RW,20-026,44,17,2,3,6,9,3,17,1,1,100.0,0,0.0,9,128,77,3,2,3,0,1,9,5
Simon Adingra,24,ci CIV,RW,22-229,46,31,0,2,15,15,4,31,1,0,0.0,1,100.0,20,187,84,2,2,2,2,2,22,7
João Pedro,9,br BRA,AM,22-326,81,26,1,3,14,9,3,26,1,0,0.0,1,100.0,20,152,90,3,3,1,4,1,22,1
Jeremy Sarmiento,16,ec ECU,AM,22-062,9,8,0,0,6,2,0,8,0,0,,0,,6,61,10,0,0,0,1,0,7,2
Mats Wieffer,27,nl NED,DM,24-275,90,82,5,25,44,14,0,82,2,0,0.0,2,100.0,49,226,85,0,2,0,0,4,59,0
James Milner,6,eng ENG,DM,38-226,81,47,2,8,21,18,2,47,0,0,,0,,19,84,51,1,0,0,0,0,27,4
Billy Gilmour,11,sct SCO,DM,23-067,9,12,0,1,9,2,0,12,0,0,,0,,10,23,10,0,0,0,0,0,11,1
Jack Hinshelwood,41,eng ENG,LB,19-128,90,81,3,36,32,14,1,81,0,0,,0,,47,157,68,1,1,1,3,0,49,5
Lewis Dunk,5,eng ENG,CB,32-270,75,75,14,59,13,3,2,75,0,0,,0,,43,185,97,0,0,0,0,0,46,0
Adam Webster,4,eng ENG,CB,29-226,15,34,0,14,18,2,1,34,0,0,,0,,22,157,110,0,0,0,0,0,29,1
Jan Paul van Hecke,29,nl NED,CB,24-070,90,94,11,62,32,0,0,94,1,0,0.0,1,100.0,74,421,237,0,0,0,0,0,75,0
Joël Veltman,34,nl NED,RB,32-215,90,61,4,21,36,4,0,61,0,0,,0,,37,169,90,1,1,0,2,0,41,2
Jason Steele,23,eng ENG,GK,33-365,90,63,60,63,0,0,0,63,0,0,,0,,51,208,73,0,0,0,0,0,46,0
