Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Dominic Calvert-Lewin,9,eng ENG,FW,27-182,90,13,13,0,0,0,0,0,0,0,0,0,0,9,0,0
Iliman Ndiaye,10,sn SEN,"LW,LM",24-192,80,14,13,1,0,0,0,0,0,0,0,0,0,11,0,1
Jesper Lindstrøm,29,dk DEN,RM,24-198,10,11,9,1,1,0,0,2,0,0,0,0,0,7,1,1
Jack Harrison,11,eng ENG,RW,27-299,63,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0
Jake O'Brien,15,ie IRL,"CB,RB",23-122,27,15,11,4,0,0,0,0,4,0,0,0,0,12,0,0
Dwight McNeil,7,eng ENG,"AM,RM,LM",24-297,90,32,24,8,3,1,0,8,0,2,0,0,2,21,0,2
Tim Iroegbunam,42,eng ENG,"DM,CM",21-076,80,15,15,0,0,0,0,0,0,0,0,0,0,14,0,0
Beto,14,gw GNB,FW,26-227,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Idrissa Gana Gueye,27,sn SEN,DM,34-354,63,10,10,0,0,0,0,0,0,0,0,0,0,8,0,0
Orel Mangala,8,be BEL,CM,26-180,27,9,9,0,0,0,0,1,0,0,0,0,0,6,0,1
Vitaliy Mykolenko,19,ua UKR,LB,25-108,25,4,2,2,0,0,0,0,2,0,0,0,0,1,0,1
James Garner,37,eng ENG,"RB,CM",23-185,65,25,22,3,0,0,0,1,3,0,0,0,0,19,0,1
Michael Keane,5,eng ENG,CB,31-247,90,29,28,1,1,0,1,0,0,0,0,0,0,21,0,0
James Tarkowski,6,eng ENG,CB,31-300,90,20,20,0,0,0,0,0,0,0,0,0,0,16,0,1
Ashley Young,18,eng ENG,"LB,RB",39-067,90,28,23,4,0,0,0,0,4,0,0,0,0,23,1,0
Jordan Pickford,1,eng ENG,GK,30-191,90,36,20,15,5,0,0,0,0,0,0,0,0,26,1,0
