Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Dominic Calvert-Lewin,9,eng ENG,FW,27-182,90,28,0,0,16,13,4,28,3,0,0.0,2,66.7,19,69,21,1,0,2,6,3,26,4
Iliman Ndiaye,10,sn SEN,"LW,LM",24-192,80,25,2,9,10,8,2,25,8,3,37.5,5,62.5,14,119,66,4,0,2,0,0,13,0
Jesper Lindstrøm,29,dk DEN,RM,24-198,10,12,0,1,6,5,0,12,0,0,,0,,7,50,32,1,0,0,1,2,9,3
Jack Harrison,11,eng ENG,RW,27-299,63,20,4,5,10,5,2,20,3,1,33.3,1,33.3,10,68,17,1,1,1,3,1,11,1
Jake O'Brien,15,ie IRL,"CB,RB",23-122,27,20,0,9,9,3,0,20,3,1,33.3,2,66.7,7,37,22,0,0,0,0,0,11,0
Dwight McNeil,7,eng ENG,"AM,RM,LM",24-297,90,38,0,3,22,14,0,38,1,0,0.0,1,100.0,22,114,57,2,0,0,1,1,27,6
Tim Iroegbunam,42,eng ENG,"DM,CM",21-076,80,21,1,9,11,1,0,21,2,1,50.0,0,0.0,8,42,16,0,0,0,1,0,5,0
Beto,14,gw GNB,FW,26-227,10,2,0,0,1,1,0,2,0,0,,0,,0,0,0,0,0,0,1,0,2,0
Idrissa Gana Gueye,27,sn SEN,DM,34-354,63,18,2,6,12,0,0,18,0,0,,0,,3,10,2,0,0,0,0,1,4,0
Orel Mangala,8,be BEL,CM,26-180,27,11,0,3,4,4,2,11,1,1,100.0,0,0.0,6,42,33,3,0,2,0,0,7,0
Vitaliy Mykolenko,19,ua UKR,LB,25-108,25,6,2,4,1,1,0,6,0,0,,0,,1,3,0,0,0,0,0,0,1,0
James Garner,37,eng ENG,"RB,CM",23-185,65,32,2,10,13,9,0,32,1,0,0.0,1,100.0,15,94,38,1,1,0,0,0,21,1
Michael Keane,5,eng ENG,CB,31-247,90,42,10,22,17,3,3,42,0,0,,0,,16,82,33,0,0,0,0,0,22,0
James Tarkowski,6,eng ENG,CB,31-300,90,29,10,23,6,1,1,29,0,0,,0,,9,48,14,0,0,0,0,0,14,0
Ashley Young,18,eng ENG,"LB,RB",39-067,90,38,4,17,19,2,0,38,0,0,,0,,10,57,52,1,0,0,0,0,19,1
Jordan Pickford,1,eng ENG,GK,30-191,90,38,25,37,1,0,0,38,0,0,,0,,16,127,98,0,0,0,0,0,10,0
