Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Dominic Calvert-Lewin,9,eng ENG,FW,27-182,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Iliman Ndiaye,10,sn SEN,"LW,LM",24-192,80,0,0,0,0,0,0,0,,0,1,1,0,1,1,2,0
Jesper Lindstrøm,29,dk DEN,RM,24-198,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jack Harrison,11,eng ENG,RW,27-299,63,2,2,0,2,0,0,1,0.0,1,0,0,0,0,2,4,1
Jake O'Brien,15,ie IRL,"CB,RB",23-122,27,2,2,1,1,0,2,2,100.0,0,1,0,1,0,2,0,0
Dwight McNeil,7,eng ENG,"AM,RM,LM",24-297,90,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0
Tim Iroegbunam,42,eng ENG,"DM,CM",21-076,80,3,1,2,1,0,1,2,50.0,1,0,0,0,1,4,1,0
Beto,14,gw GNB,FW,26-227,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Idrissa Gana Gueye,27,sn SEN,DM,34-354,63,2,1,0,2,0,0,1,0.0,1,1,0,1,2,4,3,0
Orel Mangala,8,be BEL,CM,26-180,27,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
Vitaliy Mykolenko,19,ua UKR,LB,25-108,25,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,1,0
James Garner,37,eng ENG,"RB,CM",23-185,65,2,2,1,1,0,2,2,100.0,0,1,1,0,1,3,2,0
Michael Keane,5,eng ENG,CB,31-247,90,2,2,2,0,0,1,2,50.0,1,1,1,0,0,2,8,0
James Tarkowski,6,eng ENG,CB,31-300,90,5,3,5,0,0,2,3,66.7,1,1,1,0,1,6,3,0
Ashley Young,18,eng ENG,"LB,RB",39-067,90,3,2,1,1,1,0,0,,0,0,0,0,0,3,7,0
Jordan Pickford,1,eng ENG,GK,30-191,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
