Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Cameron Archer,19,eng ENG,FW,23-216,71,10,7,3,0,0,0,0,0,0,0,0,0,8,0,1
Paul Onuachu,32,ng NGA,FW,30-270,19,4,4,0,0,0,0,0,0,0,0,0,0,2,0,1
Kamaldeen Sulemana,20,gh GHA,LW,23-007,90,13,13,0,0,0,0,3,0,0,0,0,0,6,0,1
Tyler Dibling,33,eng ENG,RW,18-347,90,21,20,1,0,0,0,1,0,1,0,0,0,18,0,0
Welington,34,br BRA,LM,24-003,45,22,14,8,2,0,0,1,5,1,0,0,0,16,0,1
Yukinari Sugawara,16,jp JPN,RM,24-239,45,17,15,2,1,0,0,1,1,0,0,0,0,12,0,1
Mateus Fernandes,18,pt POR,CM,20-227,87,47,40,6,2,0,0,2,1,2,2,0,0,38,1,1
Albert Grønbaek,29,dk DEN,CM,23-275,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesley Ugochukwu,26,fr FRA,CM,20-333,71,37,35,2,2,0,0,0,0,0,0,0,0,32,0,0
William Smallbone,8,ie IRL,CM,25-001,19,6,4,2,0,0,0,1,0,1,1,0,0,4,0,0
Kyle Walker-Peters,2,eng ENG,"LM,RM",27-315,90,43,37,5,2,0,0,1,3,0,0,0,0,38,1,1
Joe Aribo,7,ng NGA,CB,28-216,90,53,53,0,0,0,0,0,0,0,0,0,0,46,0,0
Jan Bednarek,35,pl POL,CB,28-316,11,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0
Armel Bella Kotchap,37,de GER,CB,23-073,79,71,71,0,0,0,0,0,0,0,0,0,0,57,0,1
James Bree,14,eng ENG,CB,27-134,90,52,46,6,1,0,0,1,5,0,0,0,0,48,0,0
Aaron Ramsdale,30,eng ENG,GK,26-284,90,61,55,6,3,0,0,0,0,0,0,0,0,35,0,0
