Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Dominic Solanke,19,eng ENG,FW,27-015,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,3,0
Timo Werner,16,de GER,LW,28-207,76,0,0,0,0,0,0,0,,0,4,0,4,0,0,0,0
Lucas Bergvall,15,se SWE,LW,18-240,14,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
Brennan Johnson,22,wls WAL,RW,23-129,75,1,1,1,0,0,1,2,50.0,1,3,0,3,1,2,2,0
Mikey Moore,47,eng ENG,RW,17-049,15,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
James Maddison,10,eng ENG,LM,27-311,76,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Pape Matar Sarr,29,sn SEN,LM,22-015,14,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Rodrigo Bentancur,30,uy URU,CM,27-096,90,1,0,1,0,0,1,1,100.0,0,1,0,1,2,3,0,0
Dejan Kulusevski,21,se SWE,RM,24-157,90,0,0,0,0,0,0,0,,0,3,1,2,1,1,2,0
Destiny Udogie,13,it ITA,LB,21-306,45,1,1,0,1,0,1,1,100.0,0,0,0,0,2,3,0,0
Djed Spence,24,eng ENG,LB,24-051,45,1,1,1,0,0,1,1,100.0,0,0,0,0,2,3,1,0
Micky van de Ven,37,nl NED,CB,23-163,80,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0
Radu Drăgușin,6,ro ROU,CB,22-239,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Cristian Romero,17,ar ARG,CB,26-155,90,1,1,1,0,0,1,1,100.0,0,4,1,3,2,3,2,0
Pedro Porro,23,es ESP,RB,25-016,90,1,1,1,0,0,0,1,0.0,1,2,1,1,0,1,4,0
Guglielmo Vicario,1,it ITA,GK,27-358,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
