Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Darwin Núñez,9,uy URU,FW,25-131,76,19,0,0,6,14,6,19,3,2,66.7,1,33.3,12,48,20,1,1,0,3,3,15,7
Wataru Endo,3,jp JPN,DM,31-267,14,10,1,6,4,0,0,10,0,0,,0,,4,17,4,0,0,0,1,1,6,0
Cody Gakpo,18,nl NED,"LW,FW",25-179,90,36,1,5,12,20,3,36,1,1,100.0,0,0.0,27,239,80,4,1,0,3,0,29,13
Mohamed Salah,11,eg EGY,RW,32-140,89,29,0,2,13,14,6,29,2,1,50.0,1,50.0,23,186,101,5,1,4,0,3,29,8
Conor Bradley,84,nir NIR,RW,21-116,1,2,0,1,1,0,0,2,0,0,,0,,1,6,6,0,0,0,0,0,0,0
Dominik Szoboszlai,8,hu HUN,AM,24-008,65,35,0,4,22,9,0,35,1,1,100.0,0,0.0,13,52,35,0,1,0,1,0,20,1
Luis Díaz,7,co COL,"LW,AM",27-294,25,16,0,1,11,4,1,16,3,0,0.0,3,100.0,9,42,18,1,1,0,1,1,13,1
Alexis Mac Allister,10,ar ARG,DM,25-314,65,48,2,11,27,10,2,48,3,1,33.3,2,66.7,23,139,83,1,1,0,1,2,29,5
Curtis Jones,17,eng ENG,"AM,DM",23-277,25,16,1,4,10,2,2,16,0,0,,0,,8,67,54,2,0,1,1,0,10,1
Ryan Gravenberch,38,nl NED,DM,22-170,90,54,4,12,34,8,1,54,0,0,,0,,27,114,65,1,0,0,1,0,31,0
Kostas Tsimikas,21,gr GRE,LB,28-174,90,79,3,26,38,15,1,79,1,1,100.0,0,0.0,34,142,72,0,0,0,0,0,44,1
Virgil van Dijk,4,nl NED,CB,33-117,90,91,18,44,43,4,1,91,0,0,,0,,51,232,69,0,0,0,1,0,64,0
Ibrahima Konaté,5,fr FRA,CB,25-161,45,35,4,19,14,2,2,35,0,0,,0,,20,84,66,1,0,0,0,0,26,0
Joe Gomez,2,eng ENG,CB,27-163,45,32,4,15,15,2,2,32,0,0,,0,,16,63,33,0,0,0,0,0,21,0
Trent Alexander-Arnold,66,eng ENG,RB,26-026,90,72,2,25,37,12,1,72,2,1,50.0,1,50.0,23,99,43,1,1,1,0,0,34,0
Caoimhín Kelleher,62,ie IRL,GK,25-345,90,28,22,28,0,0,0,28,0,0,,0,,24,97,77,0,0,0,0,0,16,0
