Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Darwin Núñez,9,uy URU,FW,25-131,76,10,10,0,0,0,0,0,0,0,0,0,0,6,0,2
Wataru Endo,3,jp JPN,DM,31-267,14,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
Cody Gakpo,18,nl NED,"LW,FW",25-179,90,25,25,0,0,0,0,4,0,0,0,0,0,20,0,0
Mohamed Salah,11,eg EGY,RW,32-140,89,22,21,1,0,0,0,1,1,0,0,0,0,14,0,2
Conor Bradley,84,nir NIR,RW,21-116,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Dominik Szoboszlai,8,hu HUN,AM,24-008,65,31,23,8,3,0,1,0,3,0,0,0,0,28,0,0
Luis Díaz,7,co COL,"LW,AM",27-294,25,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0
Alexis Mac Allister,10,ar ARG,DM,25-314,65,38,36,2,2,0,0,0,0,0,0,0,0,27,0,1
Curtis Jones,17,eng ENG,"AM,DM",23-277,25,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0
Ryan Gravenberch,38,nl NED,DM,22-170,90,41,40,1,1,0,0,0,0,0,0,0,0,33,0,0
Kostas Tsimikas,21,gr GRE,LB,28-174,90,67,53,14,2,0,0,7,6,6,6,0,0,56,0,0
Virgil van Dijk,4,nl NED,CB,33-117,90,84,78,6,1,0,2,0,1,0,0,0,0,74,0,0
Ibrahima Konaté,5,fr FRA,CB,25-161,45,28,27,0,0,0,0,0,0,0,0,0,0,25,1,0
Joe Gomez,2,eng ENG,CB,27-163,45,25,24,1,1,0,0,0,0,0,0,0,0,22,0,0
Trent Alexander-Arnold,66,eng ENG,RB,26-026,90,58,44,14,5,0,1,6,6,3,3,0,0,35,0,1
Caoimhín Kelleher,62,ie IRL,GK,25-345,90,27,24,3,3,0,0,0,0,0,0,0,0,22,0,0
